tweet_id,author_name,created_at,text
1335705822861660162,Mats,2020-12-06 22:00:59,"@bilvraget @OJacobsen true dat. så lenge dere har noen bedre som skal spille fast, så er han jo absolutt grei å ha som backup enda en sesong"
1335696616750276613,petter modahl,2020-12-06 21:24:24,"DERE HAR SVERTET MIN LIVSFILOSOFI,DRRE GAR MISBRUKT MIN AKADEMIS TIL EGEN NYTTE IG GUTT MEG SKYLDEN"
1335696176239218688,petter modahl,2020-12-06 21:22:39,DERE HAR FORSØKT SKYLDE PÅ MRG FOR SVERTING AV GUD SKAPER SKAPER GUD 15 OPP TIL 0
1335696013571600389,petter modahl,2020-12-06 21:22:00,"ZERE HAR SVERTET MITT ÅNDSVERK,SVERTET MITT LIVSVERK,DERE HAR SPOTTET MEG,DERE HAR SKJENKET OG SPOTTET OG SKITTNET TIL MITT DET DERE TRODDE VAR LIK,DERE GAR FORSØKT SKYLDE PÅ MEG FOR DETTE OG 6 ANDRE TILFELLER AV SAMME ART"
1336439184408633344,Jan Torp Pharo,2020-12-08 22:35:06,"@davincimannen @CSpange Hva lever folk av, hvis de ikke har inntekter og ikke vil bruke av formuen? Mat og oppvarming og klær må de ha."
1336436479455793156,Eline Stien,2020-12-08 22:24:21,"@w_bente @H_Marcus 12-15? Man er helserettslig myndig når man er 16. Hvis foreldre skal ha innsyn etter 16 år, må de ha fullmakt fra 16-åringen. Hvis 16-åringen ikke er i stand til å gi fullmakt, må fastlegen sende erklæring til Helsenorge. Been there🙄"
1336421702696378372,.,2020-12-08 21:25:38,@chatdetails lohane vêkanandre sthephany smith bueno de HA HA HA de raio laser bala de Icekiss
1336326611344392197,Lars T. Solberg 😷,2020-12-08 15:07:46,"Oi! 7.000,- for Apple’s nye hodetelefoner AirPods Max…. Men lekre er de, det skal de ha: https://t.co/uogALqlqz0"
1336313263974469632,Lenamor☕,2020-12-08 14:14:44,"@ryghpedersen Jeg syns også dette er en uting. For mange ganger så tar jeg telefonen og så er må jeg vente i 5 minutter for å si ""Jeg har allerede binding til et annet selskap"" eller ""Jeg bruker allerede dere"". Da kunne de ha brukt hele den tiden på en kunde som faktisk kunne slått til på det."
1336272948236316672,Ana Rita,2020-12-08 11:34:32,Lohane Vêkanandre Sthephany Smith Bueno de HA HA HA de Raio Laser bala de Icekiss
1336255286177312768,Siv Bendiksen,2020-12-08 10:24:21,"@OysteinAaNordby @Trety79 Eller ser film😅😂🙈det har våre tenåringer gjort😅la tlf på en krakk utenfor dusjen,og så på gjennom glassdørene😂kreativt, det skal de ha😅"
1336250771197874176,Bård eivind bakk,2020-12-08 10:06:24,"@FloydPage Ette de ha gjømt unna og trekkt av skattn, ja."
1336092415174828034,Per E,2020-12-07 23:37:09,"@iveerik Hm, da må de ha skiftet mening i tilfelle (ikke at hun sier at de har det altså, men rar ting å ikke ville bekrefte)"
1336084770548289543,Ståle Aartun,2020-12-07 23:06:47,@OssResten Nå skal de ha Molde i neste kamp. Har et lite håp om at RBK kan tape den også.
1336030156763385858,Elin L'Estrange,2020-12-07 19:29:46,"@erik_arnesen Amazon gjør vel en del dårlige ting også, men dette skal de ha honnør for"
1335969681291833346,Henrik Emil Greve,2020-12-07 15:29:27,@GodtPa Kreative folk. Hvor kan de ha hentet inspirasjonen fra? 🤣
1335939316711829505,Jannicke,2020-12-07 13:28:48,"@Istina93 @jonasali Akkurat hva hesten mener vet jeg jo ikke. Noen hester vil inn i regnvær, noen vil være ute, noen vil ha dekken, andre ikke. De snur som regel rumpa til været og står stille. Står de ute hele døgnet skal de ha ly. Hos oss har vi alle slags hester. Noen vil væte ute andre vil inn."
1335914964926738434,Erling Oskar Nykrem,2020-12-07 11:52:02,"@kimmono @dirkedurken @AndreasAasheim @VidarHelgesen @anaevra @ingridfiskaa @SVparti Med tilkoblet linje til land kunne de ha produsert strøm vha. bølge og tidevann.

Å bygge ned naturen er noe turistsektoren vil lide under.

I uoverskuelig lang tid.

Neisann, vi får alle jobb i
datalagring, og kryptisk gruvedrift.

Jaaaada, neeeida, så.

Hvem jobber med dette?!?"
1335871026849312768,Microsoft Norge,2020-12-07 08:57:26,"@gauteweb Hei Gaute,

Det jeg vil anbefale deg her, er å ta direkte kontakt med støtten for Minecraft: https://t.co/iEkH2Y0Y4e 

Her vil de ha mer rett verktøy og kunnskap til å kunne svare deg på best mulig måte angående dette.

Ha en fortsatt fin dag videre!

Mvh,
Odin"
1335775972612829191,petter modahl,2020-12-07 02:39:44,"Nå skal de ha avtaler med meg nå,tror de har brutt nok avtaler  jeg,jeg tror de har sveket feil mann jeg,jeg tror de har vmbtærutt sine ordre 7 ganger for mye jeg,jeg tror de har løyet ett par ganger for mye jeg en lager ikke avtaler med slike nei,for det at de skal gjøre så,så"
1335774431885537280,jao vitu,2020-12-07 02:33:36,"Meu nome é Lohane Vêkanandre Stefanny Smith Bueno de Ha Ha Ha de Raio Laser Bala de Icekiss

https://t.co/X4860TOl2i"
1335764551661445120,Yzamin,2020-12-07 01:54:21,@Jesca_Soares Jessica Vekanandre Stephany Smith Bueno de HA HA HA de raio laser bala de icekiss
1335740297171640325,ah,2020-12-07 00:17:58,@lysfnex meu nome eh lohane vêkanandre  sthephany Smith de Bueno de ha ha ha de raio laser bala de icekiss #askfandoms
1335685300140593153,Nina Merethe Lilleby Nielsen,2020-12-06 20:39:26,"@Goitericus @HansMagnusNils1 Haha.. ja, jeg tar ikke tlf fra ukjente tlf nr. 

Da får de ha det så godt disse legene, 
være så viktige at de ikke kan vise hvilket nr de ringer fra, blir for dumt. 

Hva er de redd for? 
At vi pasienter skal plage de med mld og oppringninger?"
1335617314574766080,Toma Rimac,2020-12-06 16:09:17,"Serbia er i alle fall trofaste mot sitt 7-6 spill, det skal de ha.
Har vel sluppet inn 20 mål på det snart"
