tweet_id,author_name,created_at,text
1334908482345119748,Trønder-Avisa,2020-12-04 17:12:38,(+) – Kjæm det fleir sånne aria no så går æ! https://t.co/t5v77f0rtJ
1334892100748513280,Anna🌻,2020-12-04 16:07:32,@flrtseul Ska spørre mamma om hjelp når æ fær hjem imorra så får krysse fingran for at d går hehe
1334889198625677316,Tone 🎄 💀,2020-12-04 15:56:00,"@Laugums_ TAGGING Æ'KKE NOE TØFT, DET ER MYE TØFFERE Å SVÆLJE EN USIKRA HÅNDGRANAT (BANG!)"
1334889097207439361,Overaas🇳🇴,2020-12-04 15:55:36,@Andersonxeu Æ kommer så tar æ me sprit ikke spnn jenteopplegg
1334889039514755072,Torstein TrickWik Wik,2020-12-04 15:55:22,"@RebsolSol @EurosportNorge The Leicester Jester... er en variant, d var d æ ment å si hvis æ sa noe annet 😅😅😅"
1334882202174304258,Stian Frimanslund,2020-12-04 15:28:12,"@CoolbetNorge @DavyWathne @Everton @BlackYellow @FCBayernEN Ja skal jaggu prøve for første gang, bare pga æ he allt… https://t.co/3W0csz2h6y"
1334877376090664964,Fredrik G,2020-12-04 15:09:01,RT @Ernst_Oyvind: Æ skjønne ikkje at folk orka å se alle kampene i VM
1334869601138696196,Jon Kristian(JonneHex),2020-12-04 14:38:08,"@HansMagnusNils1 Var egentlig sånn til meg og, bare at æ mistenkte at det var sånn allerede tvert mediene tok tak i han"
1334868897720397828,Anna🌻,2020-12-04 14:35:20,"@onthita Prøvde å google litt men fant ikke nåt æ forstod:/ Men https://t.co/F65vRWRI6T e ganske bra, der finn du mye rart! Lykke til:)"
1334868607608688640,Anna🌻,2020-12-04 14:34:11,"@onthita Rip, æ hadde p...men kan d være nåt sånt at man endre fortegn når mann legg ting inn i parantes? El e d nå… https://t.co/1GLRxjqfaE"
1334863405455466500,petter modahl,2020-12-04 14:13:31,"Om æ kjem te Lani for Dokka imorra, e Dokka mongo el. neeehhheeii jeg har fått meg nye venner jeg,fått meg mange an… https://t.co/Mg7EjcsnZM"
1334860556357029888,Nicolas Perle,2020-12-04 14:02:11,@ThoreMehl Æ hadde gledet meg til nissene på låven maraton. Og nu er alt fjernet😭 si ifra om du kommer over den på nett🙄
1334859549501775872,Travpus 🐴🥂,2020-12-04 13:58:11,"Flott! 😍 Da kan æ se at R.M.G. Lady In Red vinner Hesteierkanna live.. 🐴🎉
https://t.co/gSGCo77WLe"
1334856664500068352,Iver 🇧🇻🔰,2020-12-04 13:46:43,@efcBuggi @ToldnesG @asbjornmyhre @Joacim_Jonsson @Glimt Æ gikk på barneskole med han
1334855238273163264,JC🇳🇴,2020-12-04 13:41:03,@UTDIver @ToldnesG @asbjornmyhre @Joacim_Jonsson @Glimt Bro æ møtte han nettopp på butikken
1334853732232810496,Lars Søgaard Sørensen,2020-12-04 13:35:04,@BentePetersen1 Dæ æ faengalme got å få te nå dæ æ lit kol i æ væe.
1334851383560908801,Kamerat Gulbrandsen,2020-12-04 13:25:44,"@OddKSM @kjetilhope Æ klar'itj å læs meldingan din på dialækta di, Odd."
1334834634555789313,Torgeir Olsen,2020-12-04 12:19:11,Æ vil å ha siden Siv har gjort det så billig! https://t.co/Ru0Jgu12kT
1334833959725883396,Daniel O,2020-12-04 12:16:30,@OysteinAaNordby Hahaha!!! Ka faen e d æ skriv😂😂😂. Sorry for at æ ikje veit forskjell på nærkontakt og stikkkontakt..🤷‍♂️🤣🤣
1334833318517485568,Nicolas Perle,2020-12-04 12:13:57,@einherjer83 @SirGjerd Det blir spennende å se...Alt æ ønsker meg er et fotballmesterskap før man blir pensjonist🙈
1334831781460250624,Gærvern,2020-12-04 12:07:51,@KongeAvGrorudda @kristinclemet Poenget er at kommunene ikke får lov å regulere tilskuddet til private barnehager.… https://t.co/PM9KoNPRDo
1334830454168571904,SK Gaski,2020-12-04 12:02:34,"I boka om Siri Hermansens verk Apology, har redaktøren fått Steinar Pedersen, Mathias Danbolt og Susanne Christense… https://t.co/fI2JV7RcU1"
1334818608485195778,Odd Arne Tjåland,2020-12-04 11:15:30,"@OJacobsen Må hevde se topp internationalt i sin idrett, og topp nasjonalt i annen idrett, så då æ det fritt fram"
1334813641368088580,Maia,2020-12-04 10:55:46,"@cambilstad For æ e en nissemannj
Æ kjæm ifra nisselanj
Og på loftet har vi laga
Mange fine julegava
Som du te jul… https://t.co/pV4oBJCmYo"
1334808326408871937,Repurposed (GBF),2020-12-04 10:34:39,"237AF3C6 :Battle ID
I need backup!
Lvl 100 Yggdrasil Omega
https://t.co/RutKeCViEa"
1334803742869348354,SK Gaski,2020-12-04 10:16:26,"Æ vurdere å sende en henvendelse til IT-avdelinga for å spørre om dem kan ta inn tastaturet mitt til julevask, for… https://t.co/7CIFy9eNOo"
1334790307024678919,3RLING,2020-12-04 09:23:03,"@UnibetNorge Det her må vær den dummeste lista æ har skjedd i hele mitt liv. God på basketball, fotball? Ikke så my"
1334785136760643586,SK Gaski,2020-12-04 09:02:30,"Æ fant et langt mørkt hårstrå inni ene kjoleermet mitt, så æ tror kjolen min har vært ute på galeien uten mæ? Æ e misunnelig."
1334778975508377601,Gærvern,2020-12-04 08:38:01,"@KongeAvGrorudda @kristinclemet Ja det er åpenbart at barnehage eierne tar ut for mye i fortjeneste æ, konsernbidra… https://t.co/4vAVTuJkd9"
1334767174498574336,Olav den Hellige,2020-12-04 07:51:07,"RT @LeifDigre: @kkristensen_ No må du pinadø gje dæ! Æ e æktfødd Trønder æ, å Hærregu så ståijlt æ e tå d ! 
(At mine foreldre valgte å bli…"
1334757357193146373,Leif Digre,2020-12-04 07:12:07,"@kkristensen_ No må du pinadø gje dæ! Æ e æktfødd Trønder æ, å Hærregu så ståijlt æ e tå d ! 
(At mine foreldre val… https://t.co/6TsgMxJdtW"
1334745022332284928,Moen🇳🇴,2020-12-04 06:23:06,"@Veestby Æ har Fiber fra Get som e Telia tror æ, så æ har decent ping. 10-15 creative, 15-30 ingame"
1334711410446647296,M E G A T R O N,2020-12-04 04:09:32,@yhuenay10 Ae sa qai 5yrs old o iko my sista? 😩 SubSubSubJnr💕
1334651196888526851,Daniel O,2020-12-04 00:10:16,"@mariannelakris Punkt 1 Åja du har jobba på Platekompaniet😊
Punkt 2 Ærlig talt hørte ikje Kurt Nilsen forskjell på… https://t.co/FxA3m1CuUQ"
